Month,State,Total_Claims_Received,Individual_Claims,Community_Claims,Claims_Recommended_SDLC,Claims_Recommended_DLC,Approved_Claims,Pending_Claims,Rejected_Claims,Titles_Distributed,Pending_Rate,Approval_Rate,Rejection_Rate,Disposal_Rate,Workflow_Bottleneck_Rate,SDLC_Dropoff_Rate,DLC_Dropoff_Rate,Rejection_Anomaly_Score,Pending_Backlog_Growth,Individual_vs_Community_Imbalance,Data_Inconsistency_Flag,Risk_Score,Risk_Level,anomaly_score,ML_Risk_Score,ML_Risk_Level,Anomaly_Type,AI_Explanation
2025-09,Kerala,5940,289236,44455,730,555,438,0,16700,1345,0.0,0.0737,1.0,1.0,0.0492,0.8771,0.4,1.7837,0,1.0,1,63.49,Attention,0.6349,63.49,Attention,Data Discrepancy,Attention (Score: 63.5): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-09,Madhya Pradesh,1014,585326,42187,1014,1014,1014,0,29422,266901,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7837,-2930,1.0,1,57.18,Attention,0.5718,57.18,Attention,Data Discrepancy,Attention (Score: 57.2): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-09,Maharashtra,409156,397897,11259,409156,42187,42187,158634,208335,8668,0.3877,0.1031,0.5092,0.6123,0.8969,0.0,0.8969,0.4122,158634,0.945,0,66.33,High Risk,0.6633,66.33,High Risk,Administrative Bottleneck,High Risk (Score: 66.3): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 89.7%).
2025-09,Odisha,769026,732733,36293,13434,12907,12907,609779,146340,472636,0.7929,0.0168,0.1903,0.2071,0.0007,0.9825,0.0392,-0.4789,609779,0.9056,0,89.92,High Risk,0.8992,89.92,High Risk,Backlog Accumulation,"High Risk (Score: 89.9): Expanding unresolved backlog (Pending Rate: 79.3%, MoM Growth: +609,779 claims)."
2025-09,Rajasthan,118375,113162,5213,118375,118375,51766,688,65921,51766,0.0058,0.4373,0.5569,0.9942,0.5627,0.0,0.5627,0.5455,688,0.9119,0,5.75,Normal,0.0575,5.75,Normal,Normal Workflow,Normal administrative progression (Risk Score: 5.8). Features align with standard state baselines.
2025-09,Tamil Nadu,34667,33119,1548,34667,4609,4609,17347,12711,16508,0.5004,0.133,0.3667,0.4996,0.867,0.0,0.867,0.014,17347,0.9107,0,16.31,Normal,0.1631,16.31,Normal,Normal Workflow,Normal administrative progression (Risk Score: 16.3). Features align with standard state baselines.
2025-09,Telangana,655249,651822,3427,721,721,721,560102,94426,231456,0.8548,0.0011,0.1441,0.1452,0.0,0.9989,0.0,-0.608,-93705,0.9895,0,57.06,Attention,0.5706,57.06,Attention,Backlog Accumulation,"Attention (Score: 57.1): Expanding unresolved backlog (Pending Rate: 85.5%, MoM Growth: +-93,705 claims)."
2025-09,Tripura,200721,200557,164,200721,200721,128032,3841,68848,128032,0.0191,0.6379,0.343,0.9809,0.3621,0.0,0.3621,-0.0522,3841,0.9984,0,12.35,Normal,0.1235,12.35,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.3). Features align with standard state baselines.
2025-09,Uttar Pradesh,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0107,-1888,0.0,0,40.41,Attention,0.4041,40.41,Attention,Volume Anomaly,Attention (Score: 40.4): Outlier pattern detected in overall claim volume or disposition rates.
2025-09,Uttarakhand,94166,92972,1194,0,0,0,23430,70736,23430,0.2488,0.0,0.7512,0.7512,0.0,1.0,0.0,1.0885,23430,0.9746,0,31.0,Normal,0.31,31.0,Normal,Normal Workflow,Normal administrative progression (Risk Score: 31.0). Features align with standard state baselines.
2025-09,West Bengal,142081,131962,10119,12857,1022,845,44649,96587,45130,0.3143,0.0059,0.6798,0.6857,0.0845,0.9095,0.9343,0.889,-845,0.8576,0,33.18,Normal,0.3318,33.18,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.2). Features align with standard state baselines.
2025-10,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.9937,0,0.9772,0,13.47,Normal,0.1347,13.47,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.5). Features align with standard state baselines.
2025-10,Assam,155011,148965,6046,0,0,0,155011,0,58802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5608,1822,0.922,0,37.16,Normal,0.3716,37.16,Normal,Normal Workflow,Normal administrative progression (Risk Score: 37.2). Features align with standard state baselines.
2025-10,Bihar,191,4696,4696,191,191,191,0,4687,4496,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2397,-4505,0.0,1,32.96,Normal,0.3296,32.96,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.0). Features align with standard state baselines.
2025-10,Chhattisgarh,947479,890220,57259,947479,947479,534068,6624,406787,534068,0.007,0.5637,0.4293,0.993,0.4363,0.0,0.4363,-0.3586,-50253,0.8791,0,81.57,High Risk,0.8157,81.57,High Risk,Administrative Bottleneck,High Risk (Score: 81.6): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 43.6%).
2025-10,Goa,1027,9958,10346,1027,1027,1027,0,2247,1201,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2397,0,0.3778,1,28.63,Normal,0.2863,28.63,Normal,Normal Workflow,Normal administrative progression (Risk Score: 28.6). Features align with standard state baselines.
2025-10,Gujarat,190242,183055,7187,186192,119410,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4345,0.0213,0.444,-1.5264,-2250,0.9244,0,13.58,Normal,0.1358,13.58,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.6). Features align with standard state baselines.
2025-10,Himachal Pradesh,755,4981,5664,755,755,54,0,955,54,0.0,0.0715,1.0,1.0,0.9285,0.0,0.9285,1.2397,-4709,0.9046,1,33.64,Normal,0.3364,33.64,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.6). Features align with standard state baselines.
2025-10,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,0.865,146,0.4421,0,18.59,Normal,0.1859,18.59,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.6). Features align with standard state baselines.
2025-10,Jharkhand,110756,107032,3724,5664,2531,2531,80118,28107,61970,0.7234,0.0229,0.2538,0.2766,0.0283,0.9489,0.5531,-0.85,-1630,0.9328,0,18.88,Normal,0.1888,18.88,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.9). Features align with standard state baselines.
2025-10,Karnataka,15355,289236,295176,15355,15355,15355,0,279079,262379,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2397,0,0.3868,1,68.3,High Risk,0.683,68.3,High Risk,Data Discrepancy,High Risk (Score: 68.3): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-10,Kerala,29422,44455,45469,29422,29422,29422,0,42668,12964,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2397,0,0.0345,1,55.12,Attention,0.5512,55.12,Attention,Data Discrepancy,Attention (Score: 55.1): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-10,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,-0.1219,10229,0.8655,0,50.19,Attention,0.5019,50.19,Attention,Administrative Bottleneck,Attention (Score: 50.2): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 53.0%).
2025-10,Maharashtra,409156,397897,11259,374165,174066,174066,62459,172631,208335,0.1527,0.4254,0.4219,0.8473,0.4891,0.0855,0.5348,-0.3793,-96175,0.945,0,27.99,Normal,0.2799,27.99,Normal,Normal Workflow,Normal administrative progression (Risk Score: 28.0). Features align with standard state baselines.
2025-10,Odisha,769388,732751,36637,581801,499831,484075,138973,146340,473640,0.1806,0.6292,0.1902,0.8194,0.127,0.2438,0.168,-1.0282,-470806,0.9048,0,74.26,High Risk,0.7426,74.26,High Risk,Imbalanced Filing,High Risk (Score: 74.3): High structural imbalance between individual and community claim processing.
2025-10,Rajasthan,118375,113162,5213,76333,63849,63849,0,65921,51766,0.0,0.5394,0.5569,1.0,0.1055,0.3552,0.1635,-0.0012,-688,0.9119,1,29.44,Normal,0.2944,29.44,Normal,Normal Workflow,Normal administrative progression (Risk Score: 29.4). Features align with standard state baselines.
2025-10,Tamil Nadu,34667,33119,1548,34667,1349,1349,20607,12711,16508,0.5944,0.0389,0.3667,0.4056,0.9611,0.0,0.9611,-0.5339,3260,0.9107,0,17.49,Normal,0.1749,17.49,Normal,Normal Workflow,Normal administrative progression (Risk Score: 17.5). Features align with standard state baselines.
2025-10,Telangana,655249,651822,3427,655249,655249,231456,329367,94426,231456,0.5027,0.3532,0.1441,0.4973,0.6468,0.0,0.6468,-1.1573,-230735,0.9895,0,69.52,High Risk,0.6952,69.52,High Risk,Administrative Bottleneck,High Risk (Score: 69.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 64.7%).
2025-10,Tripura,200721,200557,164,200721,200721,128032,3841,68848,128032,0.0191,0.6379,0.343,0.9809,0.3621,0.0,0.3621,-0.6002,0,0.9984,0,12.34,Normal,0.1234,12.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.3). Features align with standard state baselines.
2025-10,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,0.5429,0,0.9746,0,4.14,Normal,0.0414,4.14,Normal,Normal Workflow,Normal administrative progression (Risk Score: 4.1). Features align with standard state baselines.
2025-10,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.1621,-23245,0.0743,0,23.59,Normal,0.2359,23.59,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.6). Features align with standard state baselines.
2025-10,West Bengal,142081,131962,10119,1022,845,686,44808,96587,45130,0.3154,0.0048,0.6798,0.6846,0.0024,0.9928,0.3288,0.343,159,0.8576,0,21.83,Normal,0.2183,21.83,Normal,Normal Workflow,Normal administrative progression (Risk Score: 21.8). Features align with standard state baselines.
2025-11,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.7255,0,0.9772,0,9.34,Normal,0.0934,9.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.3). Features align with standard state baselines.
2025-11,Assam,188512,180965,7547,188512,4182,2602,169531,16379,87436,0.8993,0.0138,0.0869,0.1007,0.9862,0.0,0.9862,-1.0888,14520,0.9199,0,37.42,Normal,0.3742,37.42,Normal,Normal Workflow,Normal administrative progression (Risk Score: 37.4). Features align with standard state baselines.
2025-11,Bihar,191,4696,4696,191,191,191,0,9981,4687,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7805,0,0.0,1,37.32,Normal,0.3732,37.32,Normal,Normal Workflow,Normal administrative progression (Risk Score: 37.3). Features align with standard state baselines.
2025-11,Chhattisgarh,947479,890220,57259,5658,61,61,540631,406787,534068,0.5706,0.0001,0.4293,0.4294,0.0059,0.994,0.9892,-0.0128,534007,0.8791,0,100.0,High Risk,1.0,100.0,High Risk,Administrative Bottleneck,High Risk (Score: 100.0): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 0.6%).
2025-11,Goa,10346,9958,388,10346,10346,1047,8009,1290,1047,0.7741,0.1012,0.1247,0.2259,0.8988,0.0,0.8988,-0.97,8009,0.925,0,19.57,Normal,0.1957,19.57,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.6). Features align with standard state baselines.
2025-11,Gujarat,190242,183055,7187,6795,6474,3835,184076,2331,103524,0.9676,0.0202,0.0123,0.0324,0.0156,0.9643,0.4356,-1.3232,99689,0.9244,0,50.48,Attention,0.5048,50.48,Attention,Administrative Bottleneck,Attention (Score: 50.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 1.6%).
2025-11,Himachal Pradesh,6795,5931,864,6795,6795,1031,5709,55,1031,0.8402,0.1517,0.0081,0.1598,0.8483,0.0,0.8483,-1.3364,5709,0.7457,0,13.92,Normal,0.1392,13.92,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.9). Features align with standard state baselines.
2025-11,J&K,46090,33233,12857,0,0,0,6166,39924,6020,0.1338,0.0,0.8662,0.8662,0.0,1.0,0.0,1.3601,6020,0.4421,0,22.1,Normal,0.221,22.1,Normal,Normal Workflow,Normal administrative progression (Risk Score: 22.1). Features align with standard state baselines.
2025-11,Jharkhand,110756,107032,3724,69105,69105,16833,65816,28107,61970,0.5942,0.152,0.2538,0.4058,0.472,0.3761,0.7564,-0.5643,-14302,0.9328,0,23.67,Normal,0.2367,23.67,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.7). Features align with standard state baselines.
2025-11,Karnataka,295176,289236,5940,295176,295176,16700,16097,262379,16700,0.0545,0.0566,0.8889,0.9455,0.9434,0.0,0.9434,1.4314,16097,0.9598,0,33.83,Normal,0.3383,33.83,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.8). Features align with standard state baselines.
2025-11,Kerala,45469,44455,1014,39773,30554,29665,2687,13117,29704,0.0591,0.6524,0.2885,0.9409,0.2223,0.1253,0.2541,-0.4553,2687,0.9554,0,6.11,Normal,0.0611,6.11,Normal,Normal Workflow,Normal administrative progression (Risk Score: 6.1). Features align with standard state baselines.
2025-11,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2527,0,0.8655,0,36.76,Normal,0.3676,36.76,Normal,Normal Workflow,Normal administrative progression (Risk Score: 36.8). Features align with standard state baselines.
2025-11,Maharashtra,409156,397897,11259,13622,13165,13165,223360,172631,208335,0.5459,0.0322,0.4219,0.4541,0.0011,0.9667,0.0335,-0.0361,160901,0.945,0,50.9,Attention,0.509,50.9,Attention,Rejection Spike,Attention (Score: 50.9): High claim rejection rate (42.2%) deviating from national monthly baseline.
2025-11,Odisha,769388,732751,36637,769388,769388,473640,149408,146340,473640,0.1942,0.6156,0.1902,0.8058,0.3844,0.0,0.3844,-0.7642,10435,0.9048,0,64.55,Attention,0.6455,64.55,Attention,Administrative Bottleneck,Attention (Score: 64.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 38.4%).
2025-11,Rajasthan,118375,113162,5213,34667,1349,1349,51105,65921,51766,0.4317,0.0114,0.5569,0.5683,0.2815,0.7071,0.9611,0.3881,51105,0.9119,0,24.53,Normal,0.2453,24.53,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.5). Features align with standard state baselines.
2025-11,Tamil Nadu,34667,33119,1548,721,721,721,21235,12711,16508,0.6125,0.0208,0.3667,0.3875,0.0,0.9792,0.0,-0.2096,628,0.9107,0,23.04,Normal,0.2304,23.04,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.0). Features align with standard state baselines.
2025-11,Telangana,655249,651822,3427,655249,655249,231456,329367,94426,231456,0.5027,0.3532,0.1441,0.4973,0.6468,0.0,0.6468,-0.909,0,0.9895,0,57.48,Attention,0.5748,57.48,Attention,Administrative Bottleneck,Attention (Score: 57.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 64.7%).
2025-11,Tripura,200721,200557,164,200721,82598,22703,109170,68848,128032,0.5439,0.1131,0.343,0.4561,0.8869,0.0,0.8869,-0.284,105329,0.9984,0,38.36,Normal,0.3836,38.36,Normal,Normal Workflow,Normal administrative progression (Risk Score: 38.4). Features align with standard state baselines.
2025-11,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,0.9987,0,0.9746,0,0.16,Normal,0.0016,0.16,Normal,Normal Workflow,Normal administrative progression (Risk Score: 0.2). Features align with standard state baselines.
2025-11,Uttarakhand,6678,3587,3091,6678,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,1.0,0.0,1.0,1.6935,0,0.0743,0,43.13,Attention,0.4313,43.13,Attention,Administrative Bottleneck,Attention (Score: 43.1): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 100.0%).
2025-11,West Bengal,142081,131962,10119,142081,142081,45130,364,96587,45130,0.0026,0.3176,0.6798,0.9974,0.6824,0.0,0.6824,0.7743,-44444,0.8576,0,26.34,Normal,0.2634,26.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 26.3). Features align with standard state baselines.
2025-12,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.7256,0,0.9772,0,9.34,Normal,0.0934,9.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.3). Features align with standard state baselines.
2025-12,Assam,188512,180965,7547,101555,4182,4182,167951,16379,87436,0.8909,0.0222,0.0869,0.1091,0.5165,0.4613,0.9588,-1.0891,-1580,0.9199,0,37.7,Normal,0.377,37.7,Normal,Normal Workflow,Normal administrative progression (Risk Score: 37.7). Features align with standard state baselines.
2025-12,Bihar,4696,3,4696,4696,4696,4696,0,4687,4496,0.0,1.0,0.9981,1.0,0.0,0.0,0.0,1.7758,0,0.9994,1,26.99,Normal,0.2699,26.99,Normal,Normal Workflow,Normal administrative progression (Risk Score: 27.0). Features align with standard state baselines.
2025-12,Chhattisgarh,947479,890220,57259,947479,947479,534068,6624,406787,534068,0.007,0.5637,0.4293,0.993,0.4363,0.0,0.4363,-0.0125,-534007,0.8791,0,89.1,High Risk,0.891,89.1,High Risk,Administrative Bottleneck,High Risk (Score: 89.1): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 43.6%).
2025-12,Goa,10346,9958,388,10346,6474,5658,3398,1290,1047,0.3284,0.5469,0.1247,0.6716,0.4531,0.0,0.4531,-0.9702,-4611,0.925,0,13.3,Normal,0.133,13.3,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.3). Features align with standard state baselines.
2025-12,Gujarat,190242,183055,7187,190242,190242,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4558,0.0,0.4558,-1.3236,-99689,0.9244,0,24.46,Normal,0.2446,24.46,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.5). Features align with standard state baselines.
2025-12,Himachal Pradesh,6795,5931,864,6795,6795,1031,5709,55,1031,0.8402,0.1517,0.0081,0.1598,0.8483,0.0,0.8483,-1.3368,0,0.7457,0,12.79,Normal,0.1279,12.79,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.8). Features align with standard state baselines.
2025-12,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.3611,-6020,0.4421,0,19.84,Normal,0.1984,19.84,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.8). Features align with standard state baselines.
2025-12,Jharkhand,110756,107032,3724,6795,538,248,82401,28107,61970,0.744,0.0022,0.2538,0.256,0.0591,0.9386,0.9635,-0.5643,16585,0.9328,0,26.35,Normal,0.2635,26.35,Normal,Normal Workflow,Normal administrative progression (Risk Score: 26.4). Features align with standard state baselines.
2025-12,Karnataka,295176,289236,5940,295176,295176,16700,16097,262379,16700,0.0545,0.0566,0.8889,0.9455,0.9434,0.0,0.9434,1.4324,0,0.9598,0,32.1,Normal,0.321,32.1,Normal,Normal Workflow,Normal administrative progression (Risk Score: 32.1). Features align with standard state baselines.
2025-12,Kerala,45469,44455,1014,45469,39773,39773,0,13117,29704,0.0,0.8747,0.2885,1.0,0.1253,0.0,0.1253,-0.4552,-2687,0.9554,1,22.63,Normal,0.2263,22.63,Normal,Normal Workflow,Normal administrative progression (Risk Score: 22.6). Features align with standard state baselines.
2025-12,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2531,0,0.8655,0,36.76,Normal,0.3676,36.76,Normal,Normal Workflow,Normal administrative progression (Risk Score: 36.8). Features align with standard state baselines.
2025-12,Maharashtra,409156,397897,11259,363117,164767,164767,71758,172631,208335,0.1754,0.4027,0.4219,0.8246,0.4848,0.1125,0.5462,-0.0358,-151602,0.945,0,37.75,Normal,0.3775,37.75,Normal,Normal Workflow,Normal administrative progression (Risk Score: 37.8). Features align with standard state baselines.
2025-12,Odisha,769643,732866,36777,769643,769643,473681,149622,146340,473681,0.1944,0.6155,0.1901,0.8056,0.3845,0.0,0.3845,-0.7646,214,0.9044,0,63.11,Attention,0.6311,63.11,Attention,Administrative Bottleneck,Attention (Score: 63.1): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 38.5%).
2025-12,Rajasthan,118375,113162,5213,118375,4609,4609,47845,65921,51766,0.4042,0.0389,0.5569,0.5958,0.9611,0.0,0.9611,0.3886,-3260,0.9119,0,24.62,Normal,0.2462,24.62,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.6). Features align with standard state baselines.
2025-12,Tamil Nadu,34667,33119,1548,34667,26233,26233,0,12711,16508,0.0,0.7567,0.3667,1.0,0.2433,0.0,0.2433,-0.2094,-21235,0.9107,1,22.96,Normal,0.2296,22.96,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.0). Features align with standard state baselines.
2025-12,Telangana,655249,651822,3427,655249,655249,231456,329367,94426,231456,0.5027,0.3532,0.1441,0.4973,0.6468,0.0,0.6468,-0.9092,0,0.9895,0,57.48,Attention,0.5748,57.48,Attention,Administrative Bottleneck,Attention (Score: 57.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 64.7%).
2025-12,Tripura,200721,200557,164,200721,82598,82598,49275,68848,128032,0.2455,0.4115,0.343,0.7545,0.5885,0.0,0.5885,-0.2839,-59895,0.9984,0,20.76,Normal,0.2076,20.76,Normal,Normal Workflow,Normal administrative progression (Risk Score: 20.8). Features align with standard state baselines.
2025-12,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,0.9995,0,0.9746,0,0.0,Normal,0.0,0.0,Normal,Normal Workflow,Normal administrative progression (Risk Score: 0.0). Features align with standard state baselines.
2025-12,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.6947,0,0.0743,0,18.85,Normal,0.1885,18.85,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.9). Features align with standard state baselines.
2025-12,West Bengal,142081,131962,10119,142081,1022,845,44649,96587,45130,0.3143,0.0059,0.6798,0.6857,0.9941,0.0,0.9941,0.775,44285,0.8576,0,39.83,Normal,0.3983,39.83,Normal,Normal Workflow,Normal administrative progression (Risk Score: 39.8). Features align with standard state baselines.
2026-01,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.7248,0,0.9772,0,9.15,Normal,0.0915,9.15,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.2). Features align with standard state baselines.
2026-01,Assam,216644,208062,8582,105737,81141,81141,119124,16379,87436,0.5499,0.3745,0.0756,0.4501,0.1135,0.5119,0.2326,-1.1275,-48827,0.9208,0,29.87,Normal,0.2987,29.87,Normal,Normal Workflow,Normal administrative progression (Risk Score: 29.9). Features align with standard state baselines.
2026-01,Bihar,4696,4696,0,4696,191,21,179,4496,191,0.0381,0.0045,0.9574,0.9619,0.9955,0.0,0.9955,1.6707,179,1.0,0,25.5,Normal,0.255,25.5,Normal,Normal Workflow,Normal administrative progression (Risk Score: 25.5). Features align with standard state baselines.
2026-01,Chhattisgarh,947479,890220,57259,843086,841839,534521,6171,406787,534068,0.0065,0.5642,0.4293,0.9935,0.3257,0.1102,0.366,-0.0051,-453,0.8791,0,65.56,High Risk,0.6556,65.56,High Risk,Administrative Bottleneck,High Risk (Score: 65.6): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 32.6%).
2026-01,Goa,10346,9958,388,5658,4648,2999,6057,1290,1047,0.5854,0.2899,0.1247,0.4146,0.257,0.4531,0.47,-0.9717,2659,0.925,0,12.72,Normal,0.1272,12.72,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.7). Features align with standard state baselines.
2026-01,Gujarat,190242,183055,7187,186192,119410,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4345,0.0213,0.444,-1.3284,0,0.9244,0,9.67,Normal,0.0967,9.67,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.7). Features align with standard state baselines.
2026-01,Himachal Pradesh,6795,5931,864,6795,6795,1031,5709,55,1031,0.8402,0.1517,0.0081,0.1598,0.8483,0.0,0.8483,-1.3417,0,0.7457,0,12.97,Normal,0.1297,12.97,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.0). Features align with standard state baselines.
2026-01,J&K,46090,33233,12857,0,0,0,6166,39924,6020,0.1338,0.0,0.8662,0.8662,0.0,1.0,0.0,1.3813,6020,0.4421,0,21.87,Normal,0.2187,21.87,Normal,Normal Workflow,Normal administrative progression (Risk Score: 21.9). Features align with standard state baselines.
2026-01,Jharkhand,110756,107032,3724,2531,2135,2121,80528,28107,61970,0.7271,0.0192,0.2538,0.2729,0.0037,0.9771,0.162,-0.562,-1873,0.9328,0,21.49,Normal,0.2149,21.49,Normal,Normal Workflow,Normal administrative progression (Risk Score: 21.5). Features align with standard state baselines.
2026-01,Karnataka,295176,289236,5940,295176,295176,16700,16097,262379,16700,0.0545,0.0566,0.8889,0.9455,0.9434,0.0,0.9434,1.4533,0,0.9598,0,32.61,Normal,0.3261,32.61,Normal,Normal Workflow,Normal administrative progression (Risk Score: 32.6). Features align with standard state baselines.
2026-01,Kerala,45473,44455,1018,45473,18303,16700,15559,13214,29706,0.3422,0.3673,0.2906,0.6578,0.6327,0.0,0.6327,-0.4452,15559,0.9552,0,9.51,Normal,0.0951,9.51,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.5). Features align with standard state baselines.
2026-01,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.263,0,0.8655,0,33.48,Normal,0.3348,33.48,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.5). Features align with standard state baselines.
2026-01,Maharashtra,409156,397897,11259,409156,409156,275110,0,172631,208335,0.0,0.6724,0.4219,1.0,0.3276,0.0,0.3276,-0.0286,-71758,0.945,1,58.58,Attention,0.5858,58.58,Attention,Data Discrepancy,Attention (Score: 58.6): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2026-01,Odisha,769661,732866,36795,582144,500174,484448,138873,146340,473884,0.1804,0.6294,0.1901,0.8196,0.1269,0.2436,0.1678,-0.7642,-10749,0.9044,0,55.1,Attention,0.551,55.1,Attention,Imbalanced Filing,Attention (Score: 55.1): High structural imbalance between individual and community claim processing.
2026-01,Rajasthan,118375,113162,5213,4609,3251,2551,49903,65921,51766,0.4216,0.0216,0.5569,0.5784,0.0174,0.9611,0.4465,0.3998,2058,0.9119,0,24.76,Normal,0.2476,24.76,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.8). Features align with standard state baselines.
2026-01,Tamil Nadu,34667,33119,1548,34667,34667,16508,5448,12711,16508,0.1572,0.4762,0.3667,0.8428,0.5238,0.0,0.5238,-0.2038,5448,0.9107,0,3.15,Normal,0.0315,3.15,Normal,Normal Workflow,Normal administrative progression (Risk Score: 3.1). Features align with standard state baselines.
